"LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","MoSold","SalePrice"
11210,7,5,2005,2006,20,0,1594,1614,0,0,0,0,2,0,3,1,7,0,3,865,144,7,221500
13350,5,5,1974,1974,762,0,102,894,0,0,1,0,1,0,3,1,5,1,2,440,241,6,142500
8400,5,5,1977,1977,0,0,0,2020,0,0,0,0,2,0,4,2,10,2,2,630,0,10,144000
10530,6,5,1977,1977,975,0,0,1004,0,0,1,0,1,0,2,1,4,0,2,504,0,5,135000
7875,7,5,1995,1996,0,0,1237,1253,0,0,0,0,2,0,3,1,6,1,2,402,220,6,176000
7153,6,5,1992,1992,387,0,374,810,793,0,0,0,2,1,3,1,7,0,2,484,0,7,175900
16285,7,5,2001,2002,0,0,1413,1430,0,0,0,0,2,0,3,1,6,0,2,605,0,6,187100
9101,5,6,1978,1978,1097,0,0,1110,0,0,1,0,1,0,1,1,4,1,2,602,303,7,165500
6300,6,6,1914,2001,0,0,742,742,742,0,0,0,2,0,3,1,9,1,0,0,0,6,128000
9790,6,5,1967,1967,251,630,491,1342,0,0,0,0,2,0,3,1,7,1,2,457,0,9,161500
10800,5,6,1915,1950,686,0,0,966,686,0,1,0,2,0,4,1,7,0,1,416,0,6,139000
10142,7,5,2004,2004,656,0,300,956,1128,0,1,0,2,1,4,1,8,0,2,618,0,1,233000
6000,4,7,1954,2000,0,0,901,901,0,0,0,0,1,0,2,1,4,0,1,281,0,8,107900
12205,6,8,1966,2007,568,0,264,976,1111,0,0,0,2,1,5,1,9,0,2,444,133,7,187500
3182,7,5,2005,2006,16,0,1129,1145,0,0,0,0,2,0,2,1,5,1,2,397,100,9,160200
11333,6,5,1976,1976,539,0,490,1062,0,0,1,0,1,0,3,1,5,2,2,539,120,5,146800
9920,7,5,1996,1997,862,0,255,1127,886,0,1,0,2,1,3,1,8,1,2,455,180,6,269790
9158,8,5,2007,2007,0,0,1496,1496,0,0,0,0,2,0,3,1,7,0,2,474,168,6,225000
10832,7,5,1994,1996,0,0,712,1086,809,0,0,0,2,1,3,1,7,1,2,409,143,10,194500
8400,6,6,1980,1981,0,0,650,888,676,0,0,0,2,1,3,1,7,1,2,476,0,4,171000
8197,6,5,1977,1977,0,0,660,1285,0,0,0,0,1,1,3,1,7,1,2,528,138,4,143500
7677,5,5,1953,1953,570,0,203,773,0,0,0,0,1,0,2,1,4,0,1,240,0,4,110000
13518,9,5,2008,2009,0,0,1926,1966,1174,0,0,0,3,1,4,1,11,2,3,820,144,7,485000
7200,5,7,1937,1950,569,0,162,981,787,0,1,0,1,1,3,1,7,2,1,240,0,6,175000
12798,6,5,1997,1997,462,0,154,616,1072,0,1,0,2,1,4,1,8,0,2,603,403,5,2e+05
4800,4,7,1916,1990,197,0,999,1196,0,0,1,0,1,0,2,1,5,0,2,440,0,7,109900
8199,7,5,2005,2005,648,0,80,728,728,0,1,0,2,1,3,1,7,1,2,410,36,10,189000
13891,9,5,2008,2009,0,0,1734,1734,1088,0,0,0,3,1,4,1,12,1,3,1020,52,1,582933
9000,5,5,1954,1954,812,0,124,1128,0,0,0,0,1,0,2,1,5,0,1,286,0,6,118000
12274,7,5,2008,2008,0,0,1417,1428,0,0,0,0,2,0,3,1,6,0,2,554,0,7,227680
9750,5,5,1967,1967,400,480,100,980,0,0,0,0,2,0,3,1,6,0,1,384,68,10,135500
21384,5,6,1923,2004,1309,0,15,1072,504,0,2,0,1,1,3,1,6,1,2,528,0,5,223500
13400,5,5,1966,1966,516,128,380,1086,0,0,1,0,1,0,3,1,6,1,2,484,0,6,159950
8100,5,5,1898,1965,0,0,849,1075,1063,0,0,0,2,0,2,3,11,0,2,360,40,11,106000
10140,6,6,1974,1999,663,377,0,1309,0,0,1,0,1,1,3,1,5,1,2,484,265,1,181000
4438,6,5,2004,2004,662,0,186,848,0,0,1,0,1,0,1,1,4,1,2,420,140,6,144500
8712,5,5,1952,1952,0,0,540,1044,0,0,0,0,1,0,2,1,4,0,2,504,0,6,55993
9750,6,6,1958,1958,608,0,834,1442,0,0,0,0,1,1,4,1,7,0,1,301,0,4,157900
8248,5,7,1918,1950,0,0,686,686,564,0,0,1,1,1,3,1,7,0,1,280,207,7,116000
12137,7,5,1998,1998,0,0,1649,1661,0,0,0,0,2,0,3,1,6,0,2,598,0,5,224900
11425,5,6,1954,1954,486,0,522,1008,0,0,0,0,1,0,2,1,4,1,1,275,0,7,137000
13265,8,5,2002,2002,1218,0,350,1689,0,0,1,0,2,0,3,1,7,2,3,857,150,7,271000
8816,6,7,1971,1971,504,0,506,1052,0,0,1,0,1,0,3,1,6,0,2,440,0,6,155000
6371,7,5,2009,2010,733,0,625,1358,0,0,1,0,2,0,2,1,6,1,2,484,192,6,224000
7226,7,5,2003,2003,0,0,798,798,842,0,0,0,2,1,3,1,6,0,2,595,0,6,183000
6000,4,4,1953,1953,0,0,936,936,0,0,0,0,1,0,2,1,4,0,2,576,0,2,93000
12394,7,5,2003,2003,0,0,847,847,886,0,0,0,2,1,3,1,7,1,2,433,100,10,225000
9900,6,7,1940,1950,0,0,778,944,545,0,0,0,2,0,3,1,7,1,1,240,335,7,139500
11216,8,5,2006,2006,0,0,1489,1489,0,0,0,0,2,0,3,1,7,1,2,776,0,6,232600
14803,10,5,2007,2008,1636,0,442,2084,0,0,1,0,2,0,2,1,7,1,3,1220,188,6,385000
6130,5,6,1924,1950,784,0,0,784,0,0,1,0,1,0,2,1,5,0,0,0,0,5,109500
8529,7,5,2001,2001,20,0,1434,1434,0,0,0,0,2,0,3,1,6,1,2,527,290,4,189000
28698,5,5,1967,1967,249,764,0,1160,966,0,0,1,2,1,3,1,7,0,2,538,486,6,185000
2544,7,5,2005,2005,0,0,600,520,623,80,0,0,2,1,2,1,4,0,2,480,0,7,147400
11900,6,5,1957,1957,1040,0,352,1392,0,0,1,0,1,1,3,1,6,2,2,458,0,6,166000
3180,7,5,2005,2005,0,0,600,520,600,80,0,0,2,1,2,1,4,0,2,480,0,6,151000
9548,7,6,2003,2003,483,0,458,941,888,0,1,0,2,1,3,1,7,1,2,613,192,1,237000
10004,6,6,1964,1964,196,345,975,1516,0,0,0,0,1,1,3,1,6,0,2,472,0,2,167000
7875,5,6,1961,1961,572,0,572,1144,0,0,1,0,1,0,3,1,6,0,2,456,0,9,139950
9600,4,7,1950,1995,442,0,625,1067,0,0,0,0,2,0,2,1,4,0,2,436,290,2,128000
8100,5,6,1948,1973,338,0,1221,1559,0,0,1,0,1,0,2,1,5,0,2,812,0,6,153500
1680,6,5,1973,1973,330,0,153,483,504,0,1,0,1,1,2,1,5,0,1,264,0,11,1e+05
9525,5,6,1995,2006,0,0,1099,1099,0,0,0,0,1,1,3,1,6,0,1,352,278,6,144000
11767,5,6,1946,1995,352,0,416,768,432,0,0,0,1,0,3,1,6,0,1,240,0,5,130500
12155,6,8,1925,1950,156,0,516,810,672,0,0,0,2,0,4,1,7,0,1,400,0,3,140000
10440,5,8,1904,2002,0,0,650,958,581,0,0,0,2,0,3,1,8,1,2,686,70,6,157500
9020,6,7,1966,1966,312,539,276,1165,0,0,1,0,1,1,3,1,6,0,2,490,0,5,174900
8000,5,4,1961,1961,0,0,1800,1800,0,0,0,0,2,0,6,2,10,0,0,0,0,7,141000
12665,5,8,1915,1950,0,0,876,876,540,0,0,0,1,1,4,1,7,1,3,720,418,6,153900
16647,5,5,1975,1981,1390,0,0,1701,0,0,1,0,2,0,3,1,6,2,2,611,0,1,171000
9317,7,5,1993,1993,513,0,227,1006,769,0,1,0,2,1,3,1,7,1,2,425,234,7,213000
15523,5,6,1972,1972,460,0,404,864,0,0,1,0,1,0,3,1,5,1,1,338,0,8,133500
45600,6,8,1908,1997,0,0,907,1307,1051,0,0,0,3,0,5,1,10,1,2,360,486,9,240000
9600,6,7,1976,1994,0,0,528,1094,761,0,0,0,2,1,3,1,7,1,2,512,113,8,187000
4435,6,5,2003,2003,659,0,189,848,0,0,1,0,1,0,1,1,3,0,2,420,140,11,131500
3196,8,5,2003,2003,0,0,1273,1456,0,0,0,0,2,0,2,1,7,1,2,400,143,5,215000
7128,7,5,1941,1950,364,0,554,918,728,0,0,0,2,0,4,1,7,2,1,240,0,8,164000
12095,6,6,1964,1964,564,0,563,1445,0,0,0,0,1,1,3,1,7,1,2,645,180,8,158000
17920,5,4,1955,1974,306,1085,372,1779,0,0,1,0,1,1,3,1,6,1,2,454,0,7,170000
6897,5,8,1962,2010,659,0,381,1040,0,0,1,0,1,1,3,1,6,0,1,260,0,4,127000
10970,6,6,1978,1978,505,435,0,1026,0,0,1,0,1,0,3,1,5,0,2,576,0,10,147000
8125,6,5,1994,1995,0,0,702,702,779,0,0,0,2,1,3,1,6,1,2,343,0,3,174000
10400,7,5,1976,1976,0,0,1090,1370,0,0,0,0,2,0,3,1,6,1,2,479,0,6,152000
11029,6,7,1968,1984,619,0,435,1512,1142,0,1,0,2,1,4,1,9,1,2,619,0,8,250000
7642,7,8,1918,1998,0,0,912,912,514,0,0,0,1,1,3,1,7,1,1,216,0,6,189950
11625,5,4,1965,1965,841,0,198,1039,0,0,1,0,1,1,3,1,6,0,2,504,0,4,131500
9672,6,5,1984,1985,338,0,702,1097,0,0,0,0,2,0,3,1,6,0,2,480,0,5,152000
7931,5,5,1959,1959,1148,0,0,1148,0,0,1,0,1,0,3,1,6,0,1,672,0,7,132500
8640,7,5,2007,2008,0,0,1372,1372,0,0,0,0,2,0,3,1,6,0,2,529,0,5,250580
8750,5,6,1970,1970,828,0,174,1002,0,0,1,0,1,0,3,1,5,0,2,902,0,8,148500
10656,8,5,2006,2007,0,0,1638,1646,0,0,0,0,2,0,3,1,6,1,3,870,192,11,248900
6970,4,5,1961,1961,932,0,108,1120,0,0,1,0,1,1,3,1,5,0,2,544,168,5,129000
14762,5,6,1948,1950,0,0,0,1547,720,53,0,0,2,0,2,1,7,1,2,672,120,5,169000
9938,7,5,1993,1994,750,0,300,1062,887,0,1,0,2,1,3,1,8,1,2,574,156,6,236000
6600,5,5,1962,1962,0,0,894,894,0,0,0,0,1,0,2,1,5,0,1,308,0,8,109500
8750,6,5,1998,1998,505,0,299,804,878,0,0,0,2,1,3,1,7,0,2,523,0,6,200500
8892,5,7,1953,1996,0,0,105,910,0,0,0,0,1,0,3,1,5,0,2,414,196,10,116000
12144,5,7,1949,1950,375,0,457,1036,0,232,0,0,1,0,3,1,6,1,1,288,0,9,133000
5720,5,6,1941,1950,0,0,676,676,455,0,0,0,1,1,3,1,5,0,1,200,26,8,66500
9000,8,5,2007,2007,64,0,1120,1184,1426,0,0,0,2,1,4,1,11,1,2,550,208,8,303477
25286,4,5,1963,1963,633,0,431,1040,0,0,1,0,1,0,3,1,5,0,2,648,0,1,132250
8834,9,5,2004,2005,1170,0,292,1462,762,0,1,0,2,1,4,1,10,1,3,738,184,6,350000
11782,5,7,1961,1995,899,0,210,1155,0,0,1,0,1,0,3,1,6,0,2,576,192,6,148000
7000,5,8,1978,2005,646,0,218,864,0,0,1,0,1,0,3,1,6,0,1,336,0,7,136500
7024,5,5,2005,2006,980,0,110,1090,0,0,1,0,1,1,2,1,5,0,2,450,0,6,157000
13758,7,5,1990,1991,902,0,254,1187,530,0,0,0,2,1,3,1,7,1,2,400,168,4,187500
9636,6,5,1992,1993,0,0,808,808,785,0,0,0,2,1,3,1,7,1,2,389,342,12,178000
6204,4,5,1912,1950,0,0,795,954,795,481,1,0,1,0,5,1,10,0,1,440,0,3,118500
7150,5,5,1967,1967,432,0,460,892,0,0,0,0,1,0,3,1,5,0,1,288,0,7,1e+05
5119,9,5,1999,2000,1238,0,460,1709,0,0,1,0,2,0,2,1,5,1,2,506,97,1,328900
8393,5,5,1959,2005,528,0,1098,1712,0,0,0,0,2,0,4,2,8,0,2,588,272,6,145000
16466,5,7,1955,1955,0,0,816,872,521,0,0,0,1,1,3,1,8,0,1,300,121,4,135500
15865,8,6,1970,1970,351,823,1043,2217,0,0,1,0,2,0,4,1,8,1,2,621,81,10,268000
12160,6,4,1953,1953,1024,0,481,1505,0,0,1,0,1,0,2,1,6,1,2,505,0,2,149500
8064,5,7,1949,2006,0,0,672,672,252,0,0,0,1,0,3,1,6,1,2,576,0,7,122900
11184,6,5,1978,1978,226,500,192,918,765,0,0,0,2,1,3,1,7,1,2,440,243,7,172500
8414,6,8,1963,2003,663,0,396,1068,0,0,0,1,1,0,3,1,6,0,1,264,192,2,154500
13284,5,5,1954,1954,1064,0,319,1383,0,0,1,0,1,0,3,1,6,1,1,354,511,6,165000
7018,5,5,1979,1979,0,0,0,1535,0,0,0,0,2,0,4,2,8,0,2,400,0,6,118858
7056,6,5,1963,1963,400,0,380,983,813,0,1,0,1,1,4,1,8,1,2,483,0,10,140000
8765,4,6,1936,1950,285,0,666,951,0,0,0,0,1,0,2,1,6,0,1,327,0,4,106500
7018,5,5,1979,1979,0,0,0,1120,1120,0,0,0,2,0,6,2,12,0,2,528,154,6,142953
12919,9,5,2009,2010,2188,0,142,2364,0,0,1,0,2,1,2,1,11,2,3,820,0,3,611657
6993,5,7,1961,1994,465,0,447,1236,0,0,0,0,1,0,3,1,6,1,1,288,0,6,135000
7340,4,6,1971,1971,322,0,536,858,0,0,0,0,1,0,2,1,4,0,1,684,0,6,110000
8712,5,7,1957,2000,860,0,132,1306,0,0,1,0,1,0,2,1,5,0,1,756,0,5,153000
7875,7,5,2003,2003,0,0,783,807,702,0,0,0,2,1,3,1,8,1,2,393,0,7,180000
14859,7,5,2006,2006,0,0,1670,1670,0,0,0,0,2,0,3,1,7,1,3,690,144,8,240000
6173,5,6,1967,1967,599,0,277,902,0,0,0,0,1,0,3,1,6,0,1,288,0,8,125500
9920,5,5,1954,1954,354,290,412,1063,0,0,1,0,1,0,3,1,6,0,1,280,0,2,128000
13501,8,5,2006,2006,63,0,1560,1636,0,0,1,0,2,0,3,1,8,1,3,865,0,6,255000
11500,7,7,1936,1987,223,0,794,1020,1037,0,0,0,1,1,3,1,6,1,1,180,0,6,250000
8885,5,5,1983,1983,301,324,239,902,0,0,1,0,1,0,2,1,5,0,2,484,164,6,131000
12589,6,5,2005,2005,0,0,742,742,742,0,0,0,2,1,3,1,8,1,2,390,36,6,174000
11600,5,5,1960,1960,443,0,662,1105,1169,0,0,0,2,0,5,2,12,0,2,480,0,1,154300
9286,5,7,1977,1989,196,0,1072,1268,0,0,0,0,1,1,3,1,5,0,1,252,173,10,143500
6120,5,7,1925,1950,489,0,279,1015,0,0,0,0,1,0,3,1,6,0,1,450,0,7,88000
6270,5,6,1949,1950,284,0,717,1001,1001,0,0,0,2,0,4,2,8,0,3,871,0,8,145000
3000,6,5,2009,2009,294,0,318,612,612,0,0,0,2,1,2,1,4,0,2,528,0,6,173733
2001,4,5,1970,1970,0,0,546,546,546,0,0,0,1,1,3,1,6,0,1,286,0,1,75000
9000,2,3,1949,1950,50,0,430,480,0,0,1,0,0,0,1,1,4,0,1,308,0,10,35311
17140,4,6,1956,1956,1059,0,75,1229,0,0,0,0,1,0,3,1,6,0,1,284,0,4,135000
13125,7,5,1991,1991,48,634,422,912,1215,0,1,0,2,1,4,1,8,1,3,833,72,11,238000
11029,6,8,1958,2002,528,411,245,1414,0,0,1,0,1,0,3,1,6,1,2,601,0,5,176500
8462,6,5,1994,1994,814,0,114,936,785,0,0,1,2,1,3,1,7,0,2,471,300,7,201000
8777,5,7,1900,2003,1084,0,188,1272,928,0,2,0,2,2,4,2,9,0,0,0,0,9,145900
10237,6,5,2005,2006,28,0,1288,1316,0,0,0,0,2,0,3,1,6,1,2,397,100,10,169990
8012,6,5,1993,1994,165,841,598,1617,0,0,1,0,2,0,2,1,5,1,2,533,0,7,193000
10240,6,6,1980,1980,625,1061,0,1686,0,0,1,0,2,0,3,1,7,1,2,612,384,5,207500
15611,5,6,1977,1977,767,93,266,1126,0,0,0,1,2,0,3,1,6,0,2,540,180,3,175000
11999,8,5,2003,2004,0,0,1181,1234,1140,0,0,0,2,1,4,1,10,1,3,656,104,5,285000
9900,7,5,1968,1968,552,0,280,1098,880,0,0,0,2,1,4,1,9,1,2,486,0,4,176000
11838,8,5,2001,2001,0,0,1753,1788,0,0,0,0,2,0,3,1,7,1,2,522,202,6,236500
13006,7,5,1997,1997,0,0,964,993,1243,0,0,0,2,1,4,1,8,1,2,642,0,11,222000
8925,8,5,2007,2007,16,0,1450,1466,0,0,0,0,2,0,3,1,7,0,3,610,100,7,201000
9100,5,6,1965,1965,338,466,121,925,0,0,0,1,1,0,2,1,5,0,1,429,0,7,117500
11670,9,5,2006,2006,0,0,1905,1905,0,0,0,0,2,0,3,1,8,1,3,788,0,3,320000
8487,7,5,2004,2004,20,0,1480,1500,0,0,0,0,2,0,3,1,6,0,2,570,192,8,190000
27650,7,7,1960,2007,425,0,160,2069,0,0,1,0,2,0,4,1,9,1,2,505,0,11,242000
5825,4,5,1926,1953,0,0,600,747,0,0,0,0,1,0,1,1,5,0,2,528,0,6,79900
10083,7,5,2003,2003,833,0,343,1200,0,0,1,0,2,0,2,1,5,0,2,555,0,8,184900
9675,7,5,2005,2005,341,0,772,1113,858,0,0,0,2,1,3,1,8,1,2,689,0,2,253000
8760,7,5,2006,2006,464,0,927,1391,571,0,0,0,2,1,3,1,7,0,3,868,0,8,239799
24090,7,7,1940,1950,0,0,1032,1207,1196,0,0,0,2,0,4,1,10,2,1,349,56,6,244400
12640,6,5,1976,1976,936,396,396,1728,0,0,0,0,2,0,4,2,8,0,2,574,40,7,150900
8755,7,5,1999,1999,772,0,220,1022,1038,0,1,0,2,1,3,1,8,1,2,390,0,6,214000
7711,4,3,1977,1977,1440,0,0,1440,0,0,2,0,2,0,4,2,8,0,0,0,321,8,150000
25000,5,4,1967,1967,0,0,1632,1632,0,0,0,0,2,0,4,2,8,0,2,576,0,6,143000
14375,6,6,1958,1958,111,354,354,1344,0,0,0,1,1,0,3,1,7,1,2,525,0,1,137500
8820,5,6,1890,1996,1088,0,0,1188,561,120,0,0,1,0,2,1,7,0,2,456,48,9,124900
8163,5,6,1959,1959,748,294,102,1144,0,0,1,0,1,0,3,1,6,1,1,796,86,3,143000
14536,8,5,2002,2003,1300,0,316,1629,0,0,1,0,2,0,3,1,9,1,3,808,0,11,270000
14006,7,5,2002,2002,0,0,936,936,840,0,0,0,2,1,3,1,7,1,2,474,144,2,192500
9360,6,7,1972,2006,982,0,179,1381,0,0,1,0,1,1,3,1,5,1,2,676,0,3,197500
7200,5,8,1950,2002,398,149,317,864,0,0,1,0,1,0,3,1,5,0,2,720,194,7,129000
7800,5,5,1965,1965,641,0,187,965,0,0,1,0,1,0,3,1,6,0,1,300,421,7,119900
7200,5,8,1972,2003,660,0,108,768,0,0,0,1,1,0,2,1,5,0,1,396,192,4,133900
11075,5,4,1969,1969,562,193,29,1168,800,0,0,1,2,1,4,1,7,1,2,530,305,9,172000
9400,6,5,1975,1975,945,0,0,980,0,0,0,2,2,0,4,0,4,0,0,0,0,10,127500
7136,6,6,1946,1950,484,0,495,979,979,0,0,0,2,0,4,2,8,0,2,492,0,8,145000
1300,6,6,1980,1980,285,0,276,561,668,0,0,0,1,1,2,1,5,1,2,462,150,5,124000
7420,5,5,1962,1962,417,0,640,1057,0,0,0,0,1,0,3,1,6,0,2,576,0,4,132000
8450,7,5,2003,2003,699,0,638,1337,0,0,1,0,2,0,3,1,6,0,2,531,0,10,185000
2572,7,5,1999,1999,604,0,92,696,720,0,1,0,2,1,3,1,6,0,2,484,0,5,155000
7207,5,7,1958,2008,696,0,162,858,0,0,1,0,1,0,2,1,4,0,0,0,117,2,116500
12227,6,7,1977,1995,896,0,434,1542,1330,0,1,0,2,1,4,1,11,1,2,619,550,7,272000
2308,6,6,1976,1976,556,0,248,804,744,0,1,0,2,1,3,1,7,1,2,440,48,7,155000
11923,9,5,2007,2007,0,0,1800,1800,0,0,0,0,2,0,2,1,7,0,2,702,288,5,239000
11316,7,5,2002,2003,624,0,193,824,1070,0,1,0,2,1,4,1,8,1,2,510,0,2,214900
10237,6,5,2005,2007,0,0,783,783,701,0,0,0,2,1,3,1,8,1,2,393,0,7,178900
9600,5,7,1940,1950,428,0,300,976,332,0,1,0,1,1,2,1,7,2,1,256,0,6,160000
7390,5,7,1955,1955,902,0,196,1098,0,0,1,0,1,0,3,1,6,0,1,260,0,7,135000
5925,3,6,1910,1950,0,0,600,600,368,0,0,0,1,0,2,1,6,0,0,0,0,5,37900
10382,6,5,1958,1958,513,0,75,1095,0,0,1,0,1,0,2,1,6,0,1,264,0,3,140000
10800,4,4,1949,1950,0,0,720,720,472,0,0,0,1,1,4,1,6,0,0,0,0,12,135000
2268,7,5,2003,2004,567,0,197,764,862,0,0,0,2,0,2,1,6,0,2,474,0,7,173000
7892,6,5,1979,1979,0,0,918,918,0,0,0,0,2,0,2,1,5,1,1,264,28,4,99500
11639,7,5,2007,2008,0,0,1428,1428,0,0,0,0,2,0,3,1,6,0,2,480,0,12,182000
11414,7,8,1910,1993,0,0,728,1136,883,0,0,0,1,0,3,1,8,0,2,532,509,10,167500
2651,7,5,2000,2000,641,0,32,673,709,0,1,0,2,1,3,1,6,0,2,490,153,4,165000
5900,4,7,1923,1958,0,0,440,869,0,0,0,0,1,0,2,1,4,0,0,0,0,8,85500
4274,7,5,2006,2007,1106,0,135,1241,0,0,1,0,1,1,1,1,4,0,2,569,0,11,199900
9450,4,5,1954,1954,552,0,342,894,0,0,0,0,1,0,3,1,5,0,2,400,0,5,110000
8816,5,6,1963,1963,651,0,470,1121,0,0,1,0,1,0,3,1,5,0,2,480,0,6,139000
12122,7,9,1961,2007,867,0,77,999,0,0,1,0,1,0,3,1,6,0,2,588,144,7,178400
12203,8,5,1998,1999,854,0,371,1276,1336,0,1,0,2,1,4,1,8,1,3,676,250,7,336000
3182,7,5,2007,2007,0,0,1266,1266,0,0,0,0,2,0,2,1,6,1,2,388,100,3,159895
11250,8,5,2002,2002,0,0,1128,1149,1141,0,0,0,2,1,4,1,9,1,2,779,0,5,255900
10125,5,5,1977,1977,0,0,0,1302,432,0,0,0,2,0,4,2,8,0,2,539,0,8,126000
10880,5,5,1950,1950,1040,0,124,1164,0,0,1,0,1,0,3,1,5,0,1,240,0,8,125000
5310,6,8,1910,2003,0,0,485,1001,634,0,0,0,1,0,2,1,5,0,1,255,394,6,117000
10159,9,5,2009,2010,1646,0,284,1940,0,0,1,0,2,1,3,1,8,1,3,606,168,4,395192
12046,6,6,1976,1976,156,0,692,1118,912,0,0,0,2,1,4,1,8,1,2,551,0,6,195000
8125,7,5,2006,2006,0,0,770,778,798,0,0,0,2,1,3,1,6,0,2,614,0,8,197000
9452,8,5,1997,1998,1074,0,322,1407,985,0,1,0,2,1,3,1,7,1,3,870,0,6,348000
17671,8,9,1882,1986,216,0,700,916,826,0,0,0,1,1,4,1,8,1,2,424,0,11,168000
9760,6,8,1964,1993,536,117,169,1020,831,0,0,0,2,1,3,1,7,1,2,440,239,7,187000
8846,6,5,2005,2006,0,0,750,750,750,0,0,0,2,1,3,1,6,0,2,564,0,8,173900
12456,10,5,2006,2007,1172,0,528,1718,0,0,1,0,2,0,3,1,7,1,3,786,216,7,337500
4712,4,7,1946,1950,384,0,363,774,456,0,1,0,1,1,3,1,5,0,1,305,0,8,121600
10659,5,6,1961,1961,915,0,135,1050,0,0,1,0,1,0,3,1,6,0,1,368,0,1,136500
11717,6,6,1970,1970,0,0,1442,1442,0,0,0,0,2,0,2,1,6,1,2,615,371,2,185000
9786,3,4,1922,1950,0,0,1007,1077,0,0,0,0,1,0,3,1,6,1,1,210,0,5,91000
6762,7,5,2006,2006,686,0,501,1208,0,0,1,0,2,0,2,1,6,0,2,632,105,2,206000
10206,3,3,1952,1952,0,0,0,944,0,0,0,0,1,0,2,1,4,0,2,528,0,7,82000
5400,5,6,1920,1950,0,0,691,691,0,0,0,0,1,0,2,1,4,0,1,216,0,1,86000
11957,8,5,2006,2006,24,0,1550,1574,0,0,0,0,2,0,3,1,7,1,3,824,144,7,232000
11500,5,6,1976,1976,0,0,1680,1680,0,0,0,0,2,0,4,2,8,0,2,528,0,6,136905
3182,7,5,2005,2006,16,0,1330,1504,0,0,0,0,2,0,1,1,7,1,2,457,156,5,181000
8385,5,8,1977,1977,595,0,390,985,0,0,0,0,2,0,3,1,6,0,1,328,210,11,149900
12155,6,3,1970,1970,1237,0,420,1657,0,0,0,1,2,0,3,1,7,1,2,484,0,3,163500
2217,4,4,1970,1970,273,273,0,546,546,0,0,0,1,1,3,1,6,0,1,286,238,8,88000
12118,7,5,2004,2005,0,0,1710,1710,0,0,0,0,2,0,3,1,7,1,2,550,100,4,240000
6000,5,5,1926,1950,0,0,1008,1008,0,514,0,0,2,0,4,1,7,0,0,0,0,6,102000
21286,5,5,1948,1950,0,0,720,720,551,0,0,0,2,0,4,1,7,1,1,312,0,8,135000
9825,5,5,1965,1965,0,0,0,1664,0,0,0,0,2,0,4,2,8,0,0,0,0,5,1e+05
10592,6,7,1923,1996,0,0,602,900,602,0,0,0,1,1,3,1,7,2,1,180,96,8,165000
7200,5,4,1910,2006,247,465,310,1022,0,0,1,0,1,0,2,1,4,0,1,280,0,6,85000
11664,6,5,1948,1950,336,0,746,1082,0,0,0,0,1,0,2,1,5,1,1,240,0,11,119200
8400,8,6,2001,2001,643,0,167,810,855,0,1,0,2,1,3,1,6,0,2,528,0,11,227000
11883,7,5,1996,1996,690,0,814,1504,0,0,1,0,2,0,3,1,6,1,2,478,115,6,203000
5814,8,5,1984,1984,1036,0,184,1360,0,0,1,0,1,0,1,1,4,1,2,565,63,8,187500
10784,7,5,1991,1992,0,0,384,802,670,0,0,0,2,1,3,1,7,1,2,402,164,5,160000
3013,7,5,2005,2005,16,0,1346,1506,0,0,0,0,2,0,2,1,6,1,2,440,142,4,213490
7024,4,5,2005,2005,1024,0,108,1132,0,0,1,0,1,1,2,1,5,0,2,451,252,6,176000
7406,7,5,2006,2006,684,0,515,1220,0,0,1,0,2,0,2,1,6,0,2,632,105,7,194000
9439,5,5,1930,1950,324,0,588,912,336,0,0,0,1,0,2,1,6,0,1,160,0,3,87000
3182,7,5,2005,2006,16,0,1330,1504,0,0,0,0,2,0,2,1,7,1,2,437,156,5,191000
15498,8,6,1976,1976,1165,400,0,2898,0,0,1,0,2,0,2,1,10,1,2,665,0,5,287000
7700,5,5,1972,1972,138,468,276,882,0,0,1,0,1,0,3,1,5,0,2,461,96,3,112500
9300,5,5,1960,1960,697,0,571,1264,0,0,1,0,1,0,3,1,6,2,2,461,0,4,167500
9520,8,5,2007,2008,1513,0,125,1646,0,0,1,0,2,0,3,1,7,1,3,800,192,4,293077
9492,5,5,1941,1950,368,41,359,968,408,0,1,0,1,0,3,1,6,1,1,240,0,4,105000
1680,6,7,1972,1972,317,0,355,672,546,0,0,1,1,1,3,1,7,0,1,264,0,5,118000
7082,5,8,1916,1995,0,0,686,948,980,0,0,0,2,0,5,2,10,0,0,0,0,7,160000
15863,7,3,1920,1970,523,0,301,1687,998,397,1,0,2,1,5,1,12,2,2,672,136,8,197000
14541,8,7,1993,1993,1012,0,326,1352,1168,0,1,0,2,1,5,1,10,1,3,796,209,11,310000
8125,7,5,2002,2002,986,0,668,1654,0,0,1,0,2,0,3,1,6,0,3,900,0,2,230000
6305,5,7,1938,1950,0,0,920,954,0,0,0,0,1,0,2,1,5,1,1,240,0,6,119750
11500,4,3,1957,1957,0,0,0,845,0,0,0,0,1,0,3,1,5,0,1,290,186,1,84000
